geoid10,year,state_fips,state_usps,state_name,county_fips,county_name,metro_fips,metro_name,metro_type,in100,primary_ruca,c5_COI_nat,c5_COI_stt,c5_COI_met,r_COI_nat,r_COI_stt,r_COI_met,z_COI_nat,z_COI_stt,z_COI_met,c5_ED_nat,c5_ED_stt,c5_ED_met,r_ED_nat,r_ED_stt,r_ED_met,z_ED_nat,z_ED_stt,z_ED_met,c5_HE_nat,c5_HE_stt,c5_HE_met,r_HE_nat,r_HE_stt,r_HE_met,z_HE_nat,z_HE_stt,z_HE_met,c5_SE_nat,c5_SE_stt,c5_SE_met,r_SE_nat,r_SE_stt,r_SE_met,z_SE_nat,z_SE_stt,z_SE_met
25013811000,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,Moderate,Low,Moderate,53,26,42,0.146514079,-0.406635841,0.033080715,Moderate,Low,Moderate,52,27,49,0.009157849,-0.527570262,0.070623567,Very High,Low,Very Low,83,26,18,0.7890363,-0.099840146,-0.282069042,Moderate,Low,Moderate,45,25,45,0.025964365,-0.431432963,0.120383914
25013811101,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,Low,Very Low,Very Low,23,10,18,-0.458097221,-1.051809224,-0.588947619,Low,Very Low,Low,29,14,29,-0.442149852,-0.917299788,-0.393302712,High,Very Low,Very Low,77,13,8,0.708196724,-0.437780067,-0.578346867,Very Low,Very Low,Very Low,14,9,19,-0.807081439,-1.293160122,-0.69372938
25013811102,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,Low,Very Low,Very Low,23,11,19,-0.445971934,-1.010426732,-0.551323502,Low,Very Low,Low,25,12,26,-0.539297054,-1.005229503,-0.49049747,Very High,Low,Very Low,86,24,15,0.847113879,-0.154966146,-0.356742495,Very Low,Very Low,Very Low,15,10,19,-0.77108292,-1.241464443,-0.656803024
25013811200,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,Moderate,Low,Low,50,25,40,0.101184417,-0.449158657,-0.001529191,Moderate,Low,Low,44,22,40,-0.159573962,-0.662795669,-0.085860197,Very High,Low,Low,89,31,21,0.886706027,-0.003184135,-0.184552685,Moderate,Low,Moderate,44,25,45,0.008917171,-0.45948893,0.099088181
25013811301,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,Moderate,Low,Low,47,23,38,0.03374296,-0.517043855,-0.074959876,Moderate,Low,Moderate,49,24,43,-0.062724889,-0.584812116,-0.029395202,Very High,Moderate,Low,87,43,31,0.859279328,0.201855425,-0.047010896,Low,Low,Moderate,37,21,41,-0.158017296,-0.681712271,-0.113137375
25013811302,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,Moderate,Low,Low,49,24,39,0.076196575,-0.477977742,-0.055824067,Moderate,Low,Low,42,21,35,-0.188910476,-0.701471879,-0.167287693,High,Low,Very Low,74,25,15,0.664516688,-0.127673507,-0.362644422,Moderate,Low,Moderate,46,25,45,0.037747224,-0.456020673,0.102563753
25013811400,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,Very Low,Very Low,Very Low,1,1,1,-1.611435748,-2.213191786,-1.709219805,Very Low,Very Low,Very Low,1,1,1,-1.764591919,-2.27609745,-1.829277374,Moderate,Very Low,Very Low,59,6,3,0.457469974,-0.855029443,-0.95821152,Very Low,Very Low,Very Low,1,1,4,-2.159848053,-2.59073251,-1.912469004
25013811500,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,Very Low,Very Low,Very Low,1,1,1,-1.706285675,-2.188151752,-1.797847314,Very Low,Very Low,Very Low,1,1,1,-1.643352309,-2.163467061,-1.716650943,High,Very Low,Very Low,74,16,8,0.661055671,-0.334677378,-0.543547851,Very Low,Very Low,Very Low,1,1,1,-2.447204073,-2.746258469,-2.28027751
25013811600,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,Very Low,Very Low,Very Low,1,1,1,-1.671373445,-2.246230906,-1.745605695,Very Low,Very Low,Very Low,1,1,1,-1.702729185,-2.223301286,-1.774060094,High,Very Low,Very Low,64,7,3,0.523633421,-0.73447426,-0.858491625,Very Low,Very Low,Very Low,1,1,1,-2.317936149,-2.712746962,-2.042157884
25013811700,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,Very Low,Very Low,Very Low,1,1,1,-1.520476515,-2.125213806,-1.597854001,Very Low,Very Low,Very Low,1,1,1,-1.686580521,-2.209119073,-1.763851467,Very High,Very Low,Very Low,90,18,15,0.919832377,-0.275585115,-0.361910522,Very Low,Very Low,Very Low,1,1,4,-2.166908452,-2.634227427,-1.949864108
25013811800,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,Very Low,Very Low,Very Low,8,2,10,-0.892055165,-1.543450888,-1.040509636,Very Low,Very Low,Very Low,2,1,1,-1.380373982,-1.936219385,-1.480988102,High,Very Low,Very Low,79,6,5,0.734972222,-0.831638417,-0.771838733,Very Low,Very Low,Very Low,7,6,14,-1.132816661,-1.566368078,-0.917305667
25013811900,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,Moderate,Low,Low,45,21,38,0.003856726,-0.595236666,-0.116622352,Very Low,Very Low,Very Low,3,1,1,-1.279569366,-1.869774588,-1.429333594,Very High,Low,Low,86,24,22,0.849897595,-0.147248511,-0.174233947,High,Low,Moderate,62,36,59,0.418733549,-0.056644267,0.548697268
25013812001,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,Very Low,Very Low,Very Low,8,2,10,-0.921534397,-1.50240171,-0.983336248,Very Low,Very Low,Very Low,1,1,1,-1.48182211,-2.031750375,-1.601103309,Very High,Low,Low,92,29,25,0.964015254,-0.036112105,-0.142593026,Very Low,Very Low,Very Low,7,5,13,-1.19266218,-1.658888847,-0.978990644
25013812002,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,Very Low,Very Low,Very Low,19,10,19,-0.556902818,-1.065525061,-0.5694261,Very Low,Very Low,Very Low,5,1,5,-1.157976345,-1.734574715,-1.262509034,Very High,Low,Low,86,36,34,0.850989924,0.095550366,0.010970175,Very Low,Very Low,Low,18,13,26,-0.668590369,-1.058482176,-0.436558071
25013812101,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,Moderate,Low,Moderate,54,27,47,0.181216009,-0.344005527,0.156433005,Very Low,Very Low,Very Low,8,1,7,-0.983796689,-1.603236009,-1.059658914,Very High,High,High,95,68,61,1.037747141,0.556355505,0.432096667,High,Low,High,67,40,63,0.536110026,0.059935739,0.652947434
25013812103,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,Very Low,Very Low,Very Low,8,3,12,-0.895216802,-1.473662922,-0.914040619,Very Low,Very Low,Very Low,4,1,4,-1.234479593,-1.820226629,-1.30511184,Very High,Low,Low,92,25,27,0.965326705,-0.132834334,-0.119424196,Very Low,Very Low,Very Low,6,4,12,-1.264489253,-1.686787707,-1.003982101
25013812104,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,Very Low,Very Low,Very Low,20,10,18,-0.519246118,-1.056952067,-0.580863122,Very Low,Very Low,Very Low,3,1,1,-1.257503275,-1.822123574,-1.361968292,Very High,Low,Low,89,33,29,0.893259893,0.050708519,-0.061523317,Low,Very Low,Low,22,15,30,-0.553212368,-0.976615158,-0.38700053
25013812201,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,Moderate,Very Low,Low,41,19,29,-0.071786805,-0.673752693,-0.281411134,Moderate,Very Low,Low,42,20,35,-0.197790665,-0.705508053,-0.196150666,High,Very Low,Very Low,75,15,6,0.677158137,-0.376354348,-0.649414138,Low,Very Low,Low,34,20,39,-0.223630913,-0.733068662,-0.200093304
25013812202,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,Moderate,Low,Low,44,21,36,-0.011169588,-0.611750334,-0.149588524,Moderate,Low,Moderate,58,31,49,0.13637223,-0.42377227,0.083782693,Very High,Low,Low,89,27,27,0.901856672,-0.068303926,-0.128249276,Low,Very Low,Low,29,17,36,-0.351807505,-0.856427893,-0.276129008
25013812300,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,Low,Very Low,Very Low,21,7,15,-0.49017651,-1.188627289,-0.782809321,Low,Very Low,Low,40,20,35,-0.222142313,-0.720780085,-0.1863654,Moderate,Very Low,Very Low,56,3,1,0.407816291,-1.218156394,-1.364037851,Very Low,Very Low,Very Low,12,8,16,-0.901254984,-1.436001719,-0.872135441
25013812401,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,High,Moderate,High,78,47,69,0.725588266,0.177628172,0.622851359,High,Low,Moderate,65,36,53,0.293421186,-0.298366974,0.218559276,Very High,Moderate,Low,91,45,36,0.924704439,0.260890911,0.076921427,High,Moderate,Very High,80,56,82,0.899788368,0.417345549,1.009699112
25013812403,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,Moderate,Low,Low,47,22,34,0.037169785,-0.589907199,-0.177695922,Moderate,Low,Low,47,23,37,-0.091463503,-0.622542844,-0.116914262,High,Very Low,Very Low,74,9,5,0.658129487,-0.619842852,-0.76465156,Low,Low,Moderate,40,23,43,-0.078169732,-0.561911563,-0.001814599
25013812404,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,High,Low,Moderate,68,37,55,0.463015965,-0.058754101,0.377047494,High,Low,Moderate,63,35,53,0.247108382,-0.327410017,0.228384245,Very High,High,Moderate,97,67,51,1.087831401,0.53930659,0.240087629,High,Low,Moderate,61,35,57,0.393020109,-0.079205958,0.49125155
25013812500,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,Moderate,Low,Moderate,55,28,43,0.191678951,-0.328220642,0.093638057,High,Low,Moderate,62,35,49,0.219455014,-0.327068424,0.113551466,High,Moderate,Low,77,44,34,0.698169527,0.222925494,0.027011146,Moderate,Low,Moderate,46,25,45,0.036466213,-0.472681771,0.100034875
25013812600,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,High,Moderate,High,77,46,69,0.706786474,0.17055317,0.626252181,High,Moderate,High,74,46,69,0.533641038,-0.0544546,0.463835799,Very High,High,Moderate,95,63,52,1.028934668,0.485665259,0.258997534,High,Moderate,High,73,45,75,0.709320418,0.209543071,0.830472036
25013812701,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,Moderate,Low,Low,49,23,38,0.072768143,-0.551068652,-0.127773605,High,Moderate,High,71,44,66,0.457302057,-0.116585555,0.393205039,High,Very Low,Very Low,68,8,8,0.583890522,-0.69284726,-0.577937423,Low,Very Low,Low,31,20,39,-0.286492209,-0.746220598,-0.226607537
25013812702,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,Low,Very Low,Very Low,27,9,17,-0.353383824,-1.089201804,-0.660538421,High,Low,Moderate,61,34,49,0.18577232,-0.353270487,0.121836976,Low,Very Low,Very Low,35,1,1,0.075751125,-1.959011374,-1.727276874,Very Low,Very Low,Very Low,15,10,19,-0.774644523,-1.242965075,-0.665006855
25013812800,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,High,Low,Moderate,63,33,52,0.368157563,-0.171709118,0.260657706,High,Low,Moderate,70,40,56,0.407149767,-0.180838098,0.293478227,Very High,Low,Moderate,90,34,41,0.907925713,0.0616814,0.12290194,Moderate,Low,Moderate,52,30,49,0.18902906,-0.234351124,0.289750879
25013812901,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,High,Moderate,High,75,42,62,0.635999303,0.082513317,0.519263022,High,Moderate,High,77,51,73,0.623229143,0.02207137,0.53222489,Very High,Low,Low,85,39,39,0.825063478,0.136943808,0.106891993,High,Moderate,High,69,42,63,0.588225504,0.106733134,0.651190213
25013812902,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,High,Moderate,High,75,42,64,0.641458227,0.076821307,0.545121296,High,Moderate,High,76,49,71,0.598456578,-0.007695331,0.495703012,Very High,Moderate,Moderate,84,42,43,0.807291991,0.179305051,0.166277206,High,Moderate,High,70,41,67,0.617706796,0.101527756,0.70015162
25013812903,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,Very High,High,High,84,61,79,0.917774496,0.41606657,0.884803589,High,Moderate,High,78,51,71,0.653832352,0.048355581,0.513993546,Very High,High,High,98,68,65,1.14310012,0.552948626,0.548832279,Very High,High,Very High,83,65,88,0.999020033,0.584741032,1.175966781
25013813000,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,2,High,Low,Moderate,69,38,55,0.486667553,-0.042657965,0.390936266,High,Moderate,High,76,47,69,0.588889081,-0.023897487,0.461720128,Moderate,Low,Low,47,27,23,0.273716871,-0.072790667,-0.169965242,High,Low,Moderate,65,37,59,0.495435438,-0.026531952,0.554510405
25013813101,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,High,Moderate,Moderate,75,41,58,0.659425253,0.049510829,0.451527429,Very High,High,High,86,63,79,0.95199962,0.321368396,0.815499369,Moderate,Very Low,Very Low,59,16,10,0.451951369,-0.349451534,-0.486341634,High,Low,Moderate,68,39,59,0.568594156,0.029416145,0.600092504
25013813102,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,2,Very High,High,High,85,61,79,0.947961493,0.416415535,0.872893976,Very High,High,Very High,92,73,91,1.264579571,0.579037279,1.106343186,Very High,Very High,High,97,87,74,1.083619618,0.783855269,0.686623826,High,Moderate,High,75,47,71,0.744904653,0.233586431,0.816994692
25013813204,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,High,Moderate,High,80,52,70,0.78311648,0.263666519,0.652391172,High,Moderate,Moderate,73,44,60,0.511435485,-0.096457025,0.345354169,Very High,High,Moderate,92,64,46,0.960378731,0.499084639,0.175980078,High,Moderate,High,79,55,78,0.889468304,0.406517002,0.962102381
25013813205,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,High,Low,Moderate,71,38,55,0.534807549,-0.036548596,0.355989904,High,Moderate,High,78,51,73,0.660882596,0.046783974,0.53244366,Very High,Low,Very Low,82,31,18,0.787085908,-0.001740691,-0.261928347,High,Low,Moderate,61,35,57,0.396682391,-0.084530829,0.481515416
25013813206,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,High,Low,Moderate,71,37,53,0.53731188,-0.068146003,0.322350158,High,Moderate,High,78,51,72,0.653730604,0.050083976,0.528677901,High,Low,Very Low,80,25,15,0.74780761,-0.126799465,-0.389183443,High,Low,Moderate,62,34,56,0.413425989,-0.108237675,0.466586419
25013813207,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,Moderate,Low,Low,50,24,38,0.105855357,-0.484584007,-0.096182087,High,Low,Moderate,65,38,51,0.299323912,-0.25503557,0.195572967,High,Low,Very Low,80,23,12,0.745680456,-0.169136295,-0.435056418,Low,Low,Moderate,36,21,41,-0.18087614,-0.690261697,-0.125386378
25013813208,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,High,Low,Moderate,70,35,50,0.533134509,-0.101933212,0.229982151,High,Moderate,High,75,47,67,0.565488694,-0.046757714,0.41959919,High,Very Low,Very Low,75,16,7,0.68192989,-0.358269587,-0.621821101,High,Low,Moderate,65,36,55,0.478130643,-0.048004536,0.430987281
25013813209,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,High,Low,Moderate,68,35,52,0.462461924,-0.100919435,0.277553329,Very High,Moderate,High,81,55,74,0.745734048,0.132536694,0.619578295,High,Low,Very Low,76,32,15,0.696543181,0.010706323,-0.386102472,Moderate,Low,Moderate,55,30,52,0.249820616,-0.244470118,0.334674707
25013813301,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,Very High,High,Very High,95,80,96,1.38695097,0.773948522,1.198285421,Very High,Very High,Very High,98,89,100,1.742528479,1.070364023,1.604148326,Very High,Moderate,Low,94,56,34,1.017254557,0.414363513,0.011500918,Very High,High,Very High,91,73,97,1.326478666,0.747829007,1.405590008
25013813303,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,Very High,Very High,Very High,96,82,100,1.458385575,0.835013432,1.332166952,Very High,Very High,Very High,99,95,100,2.0148769,1.318372915,1.913587696,Very High,High,Moderate,96,75,48,1.077351214,0.636805247,0.20339101,Very High,High,Very High,90,69,98,1.290859891,0.659971655,1.434114437
25013813304,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,Very High,High,Very High,93,75,92,1.309405391,0.675334873,1.138752472,Very High,Very High,Very High,96,85,98,1.558684207,0.899691286,1.412987603,Very High,Low,Very Low,89,40,20,0.89241483,0.157354993,-0.207192168,Very High,High,Very High,90,72,98,1.320055088,0.735043897,1.470983155
25013813401,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,High,Moderate,High,78,48,66,0.74556609,0.202919081,0.560198602,Very High,High,Very High,87,69,85,1.030503979,0.455542847,0.946152274,Very High,Moderate,Very Low,88,42,18,0.869291816,0.185069323,-0.250996944,High,Moderate,High,68,42,63,0.572815127,0.105478387,0.646262028
25013813403,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,Very High,Moderate,High,84,54,73,0.907900844,0.301987477,0.715019458,Very High,High,Very High,93,78,95,1.318786377,0.684764763,1.171300481,Very High,Moderate,Low,92,43,28,0.952548644,0.197946438,-0.074378375,High,Moderate,High,73,43,70,0.692233917,0.155781883,0.760814778
25013813404,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,Very High,High,Very High,89,66,81,1.080907017,0.502417776,0.930494739,Very High,High,Very High,91,75,92,1.247673793,0.628290146,1.126709136,Very High,Moderate,Low,85,49,34,0.834334099,0.310910601,-0.014977104,Very High,High,Very High,85,61,87,1.078190058,0.522696863,1.158482703
25013813500,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,Very High,Moderate,High,86,60,79,0.977290793,0.404504674,0.823192964,Very High,High,High,88,66,81,1.047887409,0.399620504,0.88589572,Very High,Moderate,Moderate,91,57,50,0.925411191,0.422010141,0.220817146,Very High,Moderate,Very High,82,56,81,0.963676436,0.419366002,0.999669822
25013813601,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,Very High,Moderate,High,81,52,72,0.811993852,0.265234315,0.692261682,Very High,Moderate,High,83,60,76,0.842301718,0.243785418,0.685972953,High,Moderate,Low,79,43,34,0.731819132,0.20985351,0.024586459,High,Moderate,High,77,51,77,0.831961145,0.313754623,0.926497479
25013813602,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,Very High,High,Very High,92,73,92,1.21970017,0.636894647,1.093077836,Very High,High,Very High,95,80,96,1.455023248,0.749547235,1.251169494,Very High,High,Moderate,89,66,52,0.889908302,0.528776003,0.264127716,Very High,High,Very High,88,67,95,1.206114336,0.632253474,1.298262935
25013813701,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,High,Low,Moderate,65,32,52,0.400349166,-0.182150156,0.285156295,High,Moderate,High,73,47,69,0.506287578,-0.037505152,0.43414908,High,Very Low,Low,78,18,24,0.726109624,-0.286281783,-0.159656344,Moderate,Low,Moderate,55,31,54,0.256050622,-0.221769031,0.369091657
25013813702,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,2,High,Moderate,Moderate,72,41,60,0.57042015,0.060263575,0.478747543,High,Moderate,Moderate,69,43,60,0.400493413,-0.135061664,0.338488005,High,Low,Low,61,32,27,0.47529997,0.011599121,-0.126816372,High,Moderate,High,73,45,70,0.697164878,0.201830167,0.755459403
25013813801,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,2,Moderate,Low,Moderate,60,33,50,0.303096073,-0.173677712,0.199744725,High,Low,Moderate,63,38,53,0.244760811,-0.231669369,0.254217234,Low,Very Low,Very Low,28,10,5,-0.0630692,-0.55742346,-0.730304746,High,Low,Moderate,62,37,57,0.412402932,-0.031211246,0.488723913
25013813802,2012,25,MA,Massachusetts,25013,"Hampden County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,2,High,Moderate,High,77,49,72,0.71786344,0.216103902,0.684722411,Very High,High,Very High,88,72,89,1.073816958,0.538530763,1.072429437,Very High,High,High,91,64,62,0.926260842,0.4973773,0.464891228,High,Low,Moderate,65,38,59,0.485262355,-0.013610843,0.567456738
25015820101,2012,25,MA,Massachusetts,25015,"Hampshire County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,2,Moderate,Low,Moderate,60,30,50,0.307803565,-0.242997533,0.236452131,Low,Very Low,Low,39,17,32,-0.247229983,-0.793963443,-0.275470419,Very High,Low,Low,84,34,38,0.808907431,0.061622588,0.095448077,High,Low,Moderate,64,36,57,0.453965588,-0.037133441,0.535939499
25015820102,2012,25,MA,Massachusetts,25015,"Hampshire County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,2,Low,Very Low,Very Low,23,10,18,-0.443739073,-1.044636643,-0.573159184,Low,Very Low,Low,37,16,31,-0.285914071,-0.827426048,-0.302168713,Moderate,Very Low,Very Low,42,5,3,0.199971479,-0.891449598,-0.850652401,Very Low,Very Low,Very Low,16,10,20,-0.719842244,-1.206114552,-0.608821598
25015820202,2012,25,MA,Massachusetts,25015,"Hampshire County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,2,Very High,Very High,Very High,97,83,100,1.546447722,0.885213334,1.392441841,Very High,Very High,Very High,100,97,100,2.284255305,1.429332004,2.002924113,Very High,High,High,92,67,63,0.953571313,0.545709644,0.496301208,Very High,High,Very High,91,71,97,1.339890472,0.710790279,1.406730592
25015820203,2012,25,MA,Massachusetts,25015,"Hampshire County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,High,Moderate,High,76,45,66,0.674507404,0.149634951,0.571966645,High,Moderate,High,80,54,73,0.725431507,0.09442633,0.544311451,Very High,High,High,95,72,64,1.042667198,0.605328751,0.517738596,High,Low,Moderate,68,40,59,0.549778927,0.061433238,0.597973423
25015820204,2012,25,MA,Massachusetts,25015,"Hampshire County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,2,Very High,High,High,87,63,80,1.003047923,0.464464804,0.905544439,Very High,Moderate,High,83,58,75,0.856742857,0.206145229,0.66168151,Very High,Very High,High,96,87,73,1.068082376,0.791291439,0.663676107,Very High,High,Very High,85,62,85,1.077249049,0.530562783,1.100528554
25015820300,2012,25,MA,Massachusetts,25015,"Hampshire County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,High,Moderate,High,80,47,69,0.791528551,0.178858173,0.635487009,Very High,Very High,Very High,96,82,96,1.546307641,0.800683959,1.267203513,Very High,Moderate,Moderate,93,56,54,0.978722379,0.410629767,0.316522063,Moderate,Low,Moderate,60,31,55,0.352673075,-0.201938026,0.433711392
25015820400,2012,25,MA,Massachusetts,25015,"Hampshire County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,Moderate,Low,Low,55,26,40,0.193331151,-0.405202504,-0.032314436,Very High,Very High,Very High,99,88,99,1.86592495,1.042060936,1.536784268,Low,Very Low,Very Low,40,17,7,0.168264375,-0.311440687,-0.63820993,Low,Very Low,Low,24,14,25,-0.501227805,-1.028787555,-0.465231997
25015820500,2012,25,MA,Massachusetts,25015,"Hampshire County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,Very High,High,Very High,90,64,86,1.145999649,0.471596497,0.99320179,Very High,Very High,Very High,99,93,100,2.000114714,1.189971227,1.736412034,Very High,Moderate,Low,82,45,35,0.787231176,0.234438991,0.055438642,High,Moderate,High,77,44,77,0.804752788,0.172388306,0.956905546
25015820600,2012,25,MA,Massachusetts,25015,"Hampshire County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,Very High,High,Very High,93,75,92,1.294909019,0.671561349,1.141998907,Very High,Very High,Very High,96,81,96,1.546408554,0.773337773,1.265026019,Very High,Very High,High,100,88,73,1.327017041,0.799769047,0.663000985,Very High,High,Very High,87,65,93,1.163338935,0.589058274,1.274412595
25015820700,2012,25,MA,Massachusetts,25015,"Hampshire County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,Very High,High,Very High,89,61,81,1.08390514,0.419316973,0.936739543,Very High,Very High,Very High,98,86,98,1.722144233,0.938182088,1.441956988,Very High,High,High,95,61,62,1.045908987,0.474372902,0.459250331,High,Moderate,High,76,43,75,0.772611599,0.14449352,0.851823487
25015820801,2012,25,MA,Massachusetts,25015,"Hampshire County, Massachusetts",44140,"Springfield, MA",Metropolitan Statistical Area,1,1,Very High,Moderate,High,87,55,78,1.019183422,0.324447958,0.803356705,Very High,High,Very High,95,80,96,1.499861843,0.752908618,1.231470429,Very High,Moderate,Low,90,44,39,0.905730385,0.224550214,0.100846477,High,Moderate,High,77,43,75,0.810871203,0.143736821,0.839821292
